"Raca","Sexo","EstadoCivil","NumPessoasFam","IdadeAnos","RendTrabPrinc","RendTrabDemais","RendOutrasFontes"
"Preta","Feminino","Solteiro(a)",3,25,1000,0,0
"Branca","Masculino","Solteiro(a)",2,21,1000,0,0
"Branca","Masculino","Solteiro(a)",4,18,1000,0,0
"Preta","Feminino","Solteiro(a)",3,30,1020,0,0
"Parda","Masculino","Solteiro(a)",3,22,1000,0,0
"Parda","Feminino","Solteiro(a)",4,28,1000,0,0
"Parda","Masculino","Solteiro(a)",7,24,920,0,0
"Preta","Masculino","Solteiro(a)",2,32,1000,0,0
"Branca","Masculino","Solteiro(a)",4,26,1000,0,0
"Branca","Feminino","Solteiro(a)",2,35,1020,0,0
"Preta","Feminino","Solteiro(a)",4,34,1000,0,0
"Parda","Feminino","Solteiro(a)",5,26,1000,0,0
"Parda","Masculino","Solteiro(a)",5,26,1000,0,0
"Branca","Masculino","Solteiro(a)",6,18,910,0,0
"Parda","Masculino","Solteiro(a)",1,28,1000,0,0
"Parda","Feminino","Solteiro(a)",3,28,1000,0,0
"Parda","Masculino","Solteiro(a)",1,35,1000,0,0
"Branca","Feminino","Solteiro(a)",5,32,1000,0,0
"Branca","Masculino","Solteiro(a)",5,25,1000,0,0
"Branca","Masculino","Solteiro(a)",5,23,1000,0,0
"Branca","Feminino","Solteiro(a)",2,44,1000,0,0
"Branca","Masculino","Solteiro(a)",3,50,1000,0,0
"Branca","Masculino","Solteiro(a)",3,38,1020,0,0
"Branca","Masculino","Solteiro(a)",3,23,1000,0,0
"Branca","Feminino","Solteiro(a)",5,32,1000,0,0
"Parda","Masculino","Solteiro(a)",3,50,1020,0,0
"Branca","Masculino","Solteiro(a)",2,23,1000,0,0
"Preta","Masculino","Solteiro(a)",2,60,1000,0,0
"Branca","Feminino","Viúvo(a)",2,59,510,0,510
"Branca","Masculino","Viúvo(a)",3,52,955,0,0
"Branca","Feminino","Viúvo(a)",5,64,510,0,510
"Parda","Masculino","Viúvo(a)",3,44,1000,0,0
"Branca","Feminino","Casado(a)",3,27,1000,0,0
"Branca","Feminino","Casado(a)",3,52,1000,0,0
"Branca","Feminino","Solteiro(a)",1,48,1000,0,0
"Branca","Feminino","Solteiro(a)",2,56,1000,0,0
"Parda","Masculino","Solteiro(a)",5,21,1000,0,0
"Branca","Masculino","Solteiro(a)",1,47,968,0,0
"Branca","Feminino","Solteiro(a)",2,30,1000,0,0
"Branca","Feminino","Solteiro(a)",2,55,1000,0,0
"Branca","Masculino","Casado(a)",4,56,1500,0,0
"Amarela","Masculino","Casado(a)",2,57,1500,0,0
"Branca","Masculino","Casado(a)",3,42,1500,0,0
"Branca","Masculino","Casado(a)",3,58,1200,0,0
"Branca","Masculino","Casado(a)",3,51,1500,0,0
"Branca","Masculino","Casado(a)",2,48,1200,0,0
"Branca","Feminino","Casado(a)",5,52,1500,0,0
"Branca","Feminino","Casado(a)",4,39,1500,0,0
"Branca","Masculino","Casado(a)",6,50,1500,0,0
"Branca","Feminino","Casado(a)",6,44,1500,0,0
"Branca","Masculino","Casado(a)",5,40,1500,0,0
"Branca","Feminino","Casado(a)",3,45,1500,0,0
"Branca","Masculino","Casado(a)",3,52,1500,0,0
"Branca","Masculino","Casado(a)",3,57,1500,0,0
"Branca","Feminino","Casado(a)",4,34,1200,0,0
"Parda","Masculino","Casado(a)",4,35,1500,0,0
"Branca","Masculino","Casado(a)",2,53,1500,0,0
"Branca","Feminino","Casado(a)",3,40,1500,0,0
"Branca","Masculino","Casado(a)",3,44,1500,0,0
"Branca","Masculino","Casado(a)",2,47,1300,0,0
"Preta","Masculino","Casado(a)",3,36,1500,0,0
"Branca","Feminino","Casado(a)",3,43,1200,0,0
"Branca","Feminino","Casado(a)",4,44,1500,0,0
"Branca","Feminino","Casado(a)",2,34,1200,0,0
"Branca","Masculino","Casado(a)",4,47,1500,0,0
"Branca","Masculino","Casado(a)",2,46,1300,0,0
"Branca","Feminino","Casado(a)",2,54,1200,0,0
"Preta","Feminino","Casado(a)",2,58,700,0,510
"Branca","Masculino","Casado(a)",2,50,1500,0,0
"Parda","Masculino","Casado(a)",5,49,1200,0,0
"Branca","Masculino","Casado(a)",4,45,1250,0,0
"Parda","Feminino","Casado(a)",4,42,1250,0,0
"Branca","Masculino","Casado(a)",3,30,1200,0,0
"Parda","Masculino","Casado(a)",5,44,1500,0,0
"Branca","Masculino","Casado(a)",4,53,1100,0,0
"Preta","Masculino","Casado(a)",4,65,510,0,800
"Parda","Masculino","Casado(a)",4,27,1500,0,0
"Parda","Masculino","Casado(a)",2,32,1400,0,0
"Parda","Masculino","Casado(a)",1,64,1500,0,0
"Branca","Masculino","Casado(a)",4,36,1300,0,0
"Branca","Feminino","Casado(a)",4,32,1500,0,0
"Branca","Masculino","Casado(a)",4,59,1500,0,0
"Branca","Feminino","Casado(a)",4,63,510,0,700
"Parda","Feminino","Casado(a)",8,36,1200,0,0
"Branca","Masculino","Casado(a)",3,56,1500,0,0
"Parda","Masculino","Casado(a)",3,49,1500,0,0
"Parda","Feminino","Casado(a)",5,29,700,700,0
"Branca","Feminino","Casado(a)",4,43,1500,0,0
"Branca","Feminino","Casado(a)",4,32,510,800,90
"Parda","Masculino","Casado(a)",3,53,1300,0,0
"Branca","Masculino","Casado(a)",3,37,1500,0,0
"Preta","Masculino","Casado(a)",5,44,600,0,600
"Branca","Feminino","Casado(a)",2,62,1500,0,0
"Parda","Masculino","Casado(a)",2,26,1200,0,0
"Branca","Masculino","Casado(a)",3,30,1200,0,0
"Branca","Masculino","Desquitado(a)",5,46,1500,0,0
"Branca","Feminino","Desquitado(a)",3,47,500,0,800
"Preta","Masculino","Desquitado(a)",6,47,1300,0,0
"Branca","Feminino","Divorciado(a)",3,46,1500,0,0
"Parda","Masculino","Divorciado(a)",1,43,1500,0,0
"Branca","Masculino","Divorciado(a)",3,50,1500,0,0
"Branca","Masculino","Divorciado(a)",2,56,1500,0,0
"Branca","Masculino","Divorciado(a)",3,55,1500,0,0
"Parda","Feminino","Divorciado(a)",5,27,1200,0,130
"Branca","Feminino","Divorciado(a)",2,64,250,0,1000
"Branca","Masculino","Divorciado(a)",3,53,1500,0,0
"Branca","Feminino","Solteiro(a)",2,48,1200,0,0
"Branca","Feminino","Solteiro(a)",5,24,1200,0,0
"Branca","Masculino","Solteiro(a)",7,25,1500,0,0
"Branca","Masculino","Solteiro(a)",7,27,1500,0,0
"Branca","Feminino","Solteiro(a)",2,26,1500,0,0
"Branca","Feminino","Solteiro(a)",2,27,1500,0,0
"Branca","Feminino","Solteiro(a)",2,22,1500,0,0
"Branca","Feminino","Solteiro(a)",3,33,1500,0,0
"Branca","Feminino","Solteiro(a)",1,29,1500,0,0
"Branca","Feminino","Solteiro(a)",3,27,1500,0,0
"Branca","Feminino","Solteiro(a)",1,53,1200,0,0
"Preta","Feminino","Solteiro(a)",6,25,1500,0,0
"Branca","Masculino","Solteiro(a)",5,50,1200,0,0
"Branca","Masculino","Solteiro(a)",2,32,1100,0,0
"Branca","Feminino","Solteiro(a)",5,44,1500,0,0
"Branca","Masculino","Solteiro(a)",3,34,1300,0,0
"Parda","Masculino","Solteiro(a)",4,51,1500,0,0
"Branca","Masculino","Solteiro(a)",3,30,1200,0,0
"Parda","Feminino","Solteiro(a)",3,48,1500,0,0
"Branca","Masculino","Solteiro(a)",3,37,1400,0,0
"Branca","Feminino","Solteiro(a)",6,51,1200,0,0
"Branca","Feminino","Solteiro(a)",6,52,1500,0,0
"Branca","Masculino","Solteiro(a)",3,26,1500,0,0
"Branca","Feminino","Solteiro(a)",3,52,1500,0,0
"Branca","Feminino","Solteiro(a)",4,18,1200,0,0
"Branca","Masculino","Solteiro(a)",3,28,1500,0,0
"Parda","Feminino","Solteiro(a)",2,44,1200,0,0
"Branca","Feminino","Solteiro(a)",3,41,1200,0,0
"Branca","Masculino","Solteiro(a)",3,46,1500,0,0
"Branca","Masculino","Solteiro(a)",2,33,1500,0,0
"Branca","Masculino","Solteiro(a)",5,24,1500,0,0
"Branca","Masculino","Viúvo(a)",5,57,1500,0,0
"Branca","Masculino","Viúvo(a)",2,58,1500,0,0
"Branca","Masculino","Casado(a)",4,40,1500,0,0
"Branca","Masculino","Casado(a)",4,63,1500,0,0
"Branca","Masculino","Solteiro(a)",4,22,1500,0,0
"Branca","Masculino","Solteiro(a)",4,31,1500,0,0
"Branca","Masculino","Viúvo(a)",3,56,1100,0,0
"Branca","Masculino","Casado(a)",3,36,1000,0,400
"Branca","Masculino","Casado(a)",3,37,1500,0,0
"Branca","Feminino","Casado(a)",3,32,1200,0,0
"Parda","Masculino","Casado(a)",2,42,1300,0,0
"Parda","Masculino","Casado(a)",2,40,1200,0,0
"Branca","Masculino","Casado(a)",3,64,1500,0,0
"Branca","Masculino","Casado(a)",2,44,1500,0,0
"Branca","Masculino","Casado(a)",2,34,1200,0,0
"Branca","Masculino","Casado(a)",2,39,1500,0,0
"Branca","Masculino","Casado(a)",4,55,1500,0,0
"Branca","Masculino","Casado(a)",4,29,1200,0,0
"Parda","Masculino","Casado(a)",5,41,1200,0,0
"Preta","Feminino","Casado(a)",3,46,1500,0,0
"Parda","Feminino","Casado(a)",5,35,700,700,0
"Branca","Masculino","Casado(a)",5,40,1400,0,0
"Branca","Feminino","Casado(a)",4,46,1400,0,0
"Branca","Feminino","Casado(a)",2,34,1200,0,0
"Branca","Masculino","Casado(a)",3,30,1200,0,0
"Parda","Masculino","Casado(a)",5,49,1500,0,0
"Branca","Feminino","Casado(a)",3,27,1500,0,0
"Branca","Feminino","Casado(a)",4,49,1200,0,0
"Branca","Masculino","Casado(a)",1,52,1500,0,0
"Branca","Feminino","Casado(a)",2,20,1070,0,0
"Branca","Masculino","Casado(a)",4,45,1200,0,0
"Branca","Feminino","Casado(a)",3,32,1400,0,0
"Branca","Masculino","Casado(a)",3,26,1500,0,0
"Branca","Feminino","Casado(a)",2,31,1500,0,0
"Parda","Feminino","Casado(a)",2,27,600,500,0
"Parda","Masculino","Casado(a)",4,35,1300,0,0
"Branca","Masculino","Casado(a)",8,36,1300,0,0
"Branca","Feminino","Casado(a)",3,32,1500,0,0
"Branca","Masculino","Casado(a)",2,50,1500,0,0
"Branca","Feminino","Casado(a)",2,48,1100,0,0
"Branca","Masculino","Casado(a)",2,56,1200,0,0
"Parda","Masculino","Casado(a)",4,28,1500,0,0
"Branca","Masculino","Casado(a)",3,30,1500,0,0
"Branca","Feminino","Casado(a)",3,40,700,0,500
"Parda","Feminino","Casado(a)",4,41,1300,0,0
"Parda","Masculino","Casado(a)",5,56,1100,0,0
"Preta","Masculino","Casado(a)",4,29,1200,0,0
"Parda","Masculino","Casado(a)",3,50,1500,0,0
"Branca","Masculino","Casado(a)",2,58,1500,0,0
"Branca","Masculino","Casado(a)",4,42,1200,0,0
"Branca","Masculino","Casado(a)",6,40,1300,0,0
"Branca","Feminino","Casado(a)",3,57,1200,0,0
"Branca","Feminino","Casado(a)",2,30,1200,0,0
"Branca","Masculino","Casado(a)",4,41,1250,0,0
"Branca","Masculino","Casado(a)",2,26,1000,0,300
"Branca","Feminino","Casado(a)",2,51,1300,0,0
"Branca","Masculino","Casado(a)",3,29,1500,0,0
"Parda","Feminino","Casado(a)",3,33,1200,0,0
"Parda","Masculino","Casado(a)",4,46,1043,0,0
"Branca","Feminino","Casado(a)",4,40,1500,0,0
"Parda","Masculino","Casado(a)",1,51,1500,0,0
"Preta","Masculino","Casado(a)",5,45,1200,0,0
"Branca","Feminino","Casado(a)",5,34,1200,0,0
"Branca","Feminino","Casado(a)",8,42,1200,0,0
"Preta","Masculino","Casado(a)",3,28,1141,0,0
"Branca","Feminino","Casado(a)",4,40,1100,0,0
"Branca","Masculino","Casado(a)",3,55,900,0,300
"Branca","Masculino","Casado(a)",4,35,1100,0,0
"Preta","Masculino","Casado(a)",5,34,1200,0,0
"Parda","Masculino","Casado(a)",4,30,1500,0,0
"Branca","Masculino","Casado(a)",4,42,1300,0,0
"Branca","Feminino","Casado(a)",4,48,510,300,450
"Parda","Masculino","Casado(a)",3,25,1500,0,0
"Branca","Feminino","Casado(a)",3,27,1200,0,0
"Branca","Masculino","Casado(a)",2,32,1500,0,0
"Branca","Feminino","Casado(a)",4,30,1500,0,0
"Branca","Masculino","Casado(a)",4,29,1500,0,0
"Branca","Masculino","Casado(a)",3,24,1200,0,0
"Parda","Masculino","Casado(a)",4,30,1100,0,0
"Branca","Masculino","Casado(a)",5,44,1500,0,0
"Branca","Masculino","Casado(a)",4,43,1100,0,0
"Parda","Masculino","Casado(a)",3,29,1200,0,0
"Branca","Feminino","Casado(a)",3,26,1200,0,0
"Preta","Feminino","Casado(a)",2,29,1500,0,0
"Preta","Masculino","Casado(a)",2,30,1300,0,0
"Branca","Feminino","Casado(a)",2,32,1500,0,0
"Branca","Masculino","Casado(a)",4,38,1200,0,0
"Branca","Masculino","Casado(a)",3,23,1100,0,0
"Branca","Masculino","Casado(a)",4,47,1500,0,0
"Preta","Feminino","Casado(a)",4,40,600,0,900
"Preta","Masculino","Casado(a)",3,31,1500,0,0
"Preta","Feminino","Casado(a)",3,29,1500,0,0
"Branca","Masculino","Casado(a)",1,51,1200,0,0
"Parda","Feminino","Casado(a)",2,54,1500,0,0
"Preta","Masculino","Casado(a)",2,55,1200,0,0
"Branca","Feminino","Casado(a)",3,29,1300,0,0
"Branca","Masculino","Casado(a)",4,42,1500,0,0
"Parda","Feminino","Casado(a)",2,23,1200,0,0
"Preta","Masculino","Casado(a)",3,30,1100,0,0
"Parda","Feminino","Casado(a)",4,31,1500,0,0
"Branca","Feminino","Casado(a)",6,45,1200,0,0
"Preta","Masculino","Casado(a)",7,35,1500,0,0
"Branca","Masculino","Casado(a)",3,27,1500,0,0
"Branca","Masculino","Casado(a)",5,42,1100,0,0
"Branca","Masculino","Casado(a)",4,47,1500,0,0
"Branca","Masculino","Casado(a)",4,33,1200,0,0
"Branca","Masculino","Casado(a)",2,26,1300,0,0
"Branca","Masculino","Casado(a)",4,53,1500,0,0
"Branca","Masculino","Casado(a)",4,48,1200,0,0
"Parda","Masculino","Casado(a)",3,33,1500,0,0
"Parda","Feminino","Casado(a)",3,23,1500,0,0
"Parda","Feminino","Casado(a)",4,40,1300,0,0
"Branca","Masculino","Casado(a)",4,25,1500,0,0
"Branca","Feminino","Casado(a)",2,26,1500,0,0
"Parda","Feminino","Casado(a)",5,31,1200,0,0
"Parda","Masculino","Casado(a)",3,34,1500,0,0
"Branca","Masculino","Casado(a)",3,22,1100,0,0
"Branca","Masculino","Casado(a)",5,61,1300,0,0
"Parda","Feminino","Casado(a)",4,42,1450,0,0
"Parda","Masculino","Casado(a)",5,53,1200,0,0
"Parda","Masculino","Casado(a)",3,27,1000,400,0
"Parda","Masculino","Casado(a)",5,29,1200,0,0
"Branca","Masculino","Casado(a)",4,23,1300,0,0
"Preta","Masculino","Casado(a)",5,41,1200,0,0
"Branca","Masculino","Casado(a)",3,29,1500,0,0
"Branca","Masculino","Casado(a)",3,37,1170,0,0
"Parda","Masculino","Casado(a)",3,47,1400,0,0
"Branca","Masculino","Casado(a)",4,48,1200,0,0
"Branca","Feminino","Casado(a)",3,40,600,0,880
"Parda","Masculino","Casado(a)",3,37,800,400,0
"Parda","Masculino","Casado(a)",4,33,1400,0,0
"Parda","Masculino","Casado(a)",3,40,1500,0,0
"Branca","Feminino","Casado(a)",3,45,1200,0,90
"Branca","Masculino","Casado(a)",4,45,1500,0,0
"Parda","Masculino","Casado(a)",3,36,1500,0,0
"Preta","Masculino","Casado(a)",4,42,1400,0,0
"Branca","Masculino","Casado(a)",2,26,1500,0,0
"Branca","Masculino","Casado(a)",4,29,1500,0,0
"Parda","Masculino","Casado(a)",2,47,700,0,600
"Branca","Feminino","Casado(a)",2,24,1200,0,0
"Parda","Feminino","Casado(a)",6,56,1500,0,0
"Branca","Masculino","Casado(a)",3,32,1500,0,0
"Parda","Feminino","Casado(a)",3,34,1500,0,0
"Branca","Feminino","Casado(a)",5,48,570,0,570
"Preta","Masculino","Casado(a)",3,42,1500,0,0
"Branca","Masculino","Casado(a)",4,46,1100,0,0
"Preta","Masculino","Casado(a)",4,48,1200,0,0
"Parda","Feminino","Casado(a)",2,32,1500,0,0
"Branca","Masculino","Casado(a)",3,46,1300,0,0
"Preta","Masculino","Casado(a)",2,30,1100,0,0
"Branca","Masculino","Casado(a)",3,29,1100,0,0
"Parda","Feminino","Casado(a)",4,31,1500,0,0
"Parda","Masculino","Casado(a)",4,42,1200,0,0
"Branca","Feminino","Casado(a)",3,22,1300,0,0
"Parda","Feminino","Casado(a)",4,41,900,0,200
"Branca","Masculino","Casado(a)",3,40,1100,0,0
"Branca","Feminino","Casado(a)",2,28,1200,0,0
"Parda","Masculino","Casado(a)",3,41,1500,0,0
"Branca","Masculino","Casado(a)",3,47,1200,0,0
"Parda","Feminino","Casado(a)",4,40,1200,0,0
"Parda","Masculino","Casado(a)",3,50,1400,0,0
"Branca","Masculino","Casado(a)",3,36,1300,0,0
"Branca","Masculino","Casado(a)",6,52,561,0,561
"Branca","Feminino","Casado(a)",3,34,1500,0,0
"Parda","Masculino","Casado(a)",3,40,1500,0,0
"Parda","Masculino","Casado(a)",4,28,1439,0,0
"Branca","Feminino","Casado(a)",2,28,1200,0,0
"Parda","Masculino","Casado(a)",3,34,900,0,390
"Branca","Feminino","Casado(a)",3,32,1200,0,0
"Parda","Masculino","Casado(a)",3,36,1200,0,0
"Branca","Feminino","Casado(a)",3,29,1350,0,0
"Branca","Masculino","Casado(a)",3,49,1500,0,0
"Parda","Feminino","Casado(a)",3,37,1400,0,0
"Parda","Masculino","Casado(a)",5,59,1200,0,0
"Parda","Feminino","Casado(a)",4,45,1400,0,0
"Parda","Masculino","Casado(a)",2,57,1500,0,0
"Parda","Masculino","Casado(a)",3,41,1000,300,0
"Parda","Masculino","Casado(a)",2,52,1200,0,0
"Branca","Masculino","Casado(a)",4,45,1100,0,0
"Branca","Feminino","Casado(a)",2,61,1400,0,0
"Parda","Masculino","Casado(a)",6,40,1200,0,0
"Parda","Masculino","Casado(a)",6,24,1500,0,0
"Parda","Feminino","Casado(a)",2,23,1400,0,0
"Parda","Masculino","Casado(a)",2,30,1320,0,0
"Parda","Feminino","Casado(a)",4,39,618,0,720
"Parda","Feminino","Casado(a)",4,39,1300,0,0
"Parda","Masculino","Casado(a)",4,44,1300,0,0
"Branca","Masculino","Casado(a)",3,36,1200,0,0
"Branca","Feminino","Casado(a)",3,38,1500,0,0
"Parda","Masculino","Casado(a)",3,38,1300,0,0
"Parda","Masculino","Casado(a)",3,40,1200,0,0
"Branca","Masculino","Casado(a)",2,48,1500,0,0
"Parda","Masculino","Casado(a)",4,35,1500,0,0
"Branca","Feminino","Casado(a)",5,31,1500,0,0
"Parda","Feminino","Casado(a)",2,44,1200,0,0
"Parda","Masculino","Casado(a)",6,46,1200,0,0
"Parda","Feminino","Casado(a)",4,40,1500,0,0
"Parda","Masculino","Casado(a)",4,40,1500,0,0
"Parda","Masculino","Casado(a)",3,25,1500,0,0
"Branca","Masculino","Casado(a)",4,39,1500,0,0
"Branca","Feminino","Casado(a)",5,42,1500,0,0
"Branca","Masculino","Casado(a)",4,24,1500,0,0
"Branca","Feminino","Desquitado(a)",5,45,1200,0,0
"Branca","Masculino","Desquitado(a)",4,53,1500,0,0
"Branca","Masculino","Desquitado(a)",3,43,1500,0,0
"Branca","Feminino","Desquitado(a)",4,42,1200,0,0
"Branca","Masculino","Desquitado(a)",4,44,1200,0,0
"Branca","Feminino","Desquitado(a)",3,51,1300,0,100
"Branca","Masculino","Desquitado(a)",1,40,1200,0,0
"Parda","Feminino","Desquitado(a)",2,33,1500,0,0
"Preta","Feminino","Desquitado(a)",2,56,1500,0,0
"Branca","Feminino","Desquitado(a)",5,43,750,160,120
"Branca","Masculino","Divorciado(a)",5,52,1100,0,0
"Preta","Feminino","Divorciado(a)",4,31,1200,0,0
"Preta","Masculino","Divorciado(a)",4,61,860,0,605
"Branca","Masculino","Divorciado(a)",3,42,1100,0,0
"Parda","Feminino","Divorciado(a)",6,36,1100,0,0
"Amarela","Masculino","Divorciado(a)",4,42,1500,0,0
"Branca","Feminino","Divorciado(a)",2,44,1500,0,0
"Branca","Feminino","Divorciado(a)",3,38,1500,0,0
"Parda","Feminino","Divorciado(a)",4,37,1000,300,0
"Branca","Feminino","Divorciado(a)",3,58,1500,0,0
"Branca","Masculino","Divorciado(a)",2,54,1500,0,0
"Parda","Masculino","Divorciado(a)",1,40,1200,0,0
"Branca","Feminino","Divorciado(a)",5,32,1200,0,10
"Branca","Masculino","Divorciado(a)",6,45,1200,0,0
"Indígen","Masculino","Divorciado(a)",1,49,1100,0,0
"Parda","Masculino","Divorciado(a)",2,37,1186,0,0
"Parda","Masculino","Divorciado(a)",1,41,1200,0,0
"Branca","Feminino","Divorciado(a)",2,65,700,0,510
"Parda","Masculino","Divorciado(a)",5,42,1500,0,0
"Branca","Masculino","Solteiro(a)",4,34,1100,0,0
"Branca","Feminino","Solteiro(a)",4,49,1100,0,0
"Branca","Masculino","Solteiro(a)",4,24,1500,0,0
"Branca","Feminino","Solteiro(a)",3,26,1500,0,0
"Branca","Masculino","Solteiro(a)",2,24,1500,0,0
"Branca","Feminino","Solteiro(a)",5,48,1300,0,0
"Branca","Masculino","Solteiro(a)",NA,22,1100,0,0
"Branca","Feminino","Solteiro(a)",3,55,600,0,510
"Branca","Feminino","Solteiro(a)",4,22,1300,0,0
"Branca","Masculino","Solteiro(a)",4,27,1500,0,0
"Branca","Feminino","Solteiro(a)",6,37,1500,0,0
"Branca","Feminino","Solteiro(a)",1,47,1500,0,0
"Branca","Feminino","Solteiro(a)",3,28,1500,0,0
"Branca","Feminino","Solteiro(a)",2,46,1400,0,0
"Branca","Feminino","Solteiro(a)",1,32,1500,0,0
"Branca","Feminino","Solteiro(a)",4,52,1500,0,0
"Branca","Feminino","Solteiro(a)",5,31,1200,0,0
"Branca","Feminino","Solteiro(a)",5,29,1500,0,0
"Branca","Feminino","Solteiro(a)",4,31,1500,0,0
"Branca","Masculino","Solteiro(a)",4,25,1200,0,0
"Branca","Feminino","Solteiro(a)",3,33,1200,0,0
"Branca","Feminino","Solteiro(a)",3,36,1500,0,0
"Branca","Feminino","Solteiro(a)",3,39,1200,0,0
"Branca","Feminino","Solteiro(a)",4,21,1300,0,0
"Branca","Masculino","Solteiro(a)",5,22,1500,0,0
"Branca","Feminino","Solteiro(a)",4,21,1500,0,0
"Branca","Masculino","Solteiro(a)",3,32,1200,0,0
"Branca","Feminino","Solteiro(a)",2,48,1400,0,0
"Branca","Masculino","Solteiro(a)",3,36,1500,0,0
"Branca","Feminino","Solteiro(a)",5,25,700,0,700
"Branca","Masculino","Solteiro(a)",3,42,600,600,0
"Preta","Masculino","Solteiro(a)",2,46,1100,0,0
"Branca","Feminino","Solteiro(a)",4,22,1400,0,0
"Branca","Masculino","Solteiro(a)",4,31,1200,0,0
"Branca","Feminino","Solteiro(a)",3,20,1500,0,0
"Branca","Feminino","Solteiro(a)",5,31,1000,200,0
"Branca","Feminino","Solteiro(a)",5,47,1500,0,0
"Branca","Masculino","Solteiro(a)",3,46,1100,0,0
"Branca","Masculino","Solteiro(a)",4,40,800,0,400
"Branca","Feminino","Solteiro(a)",2,22,1500,0,0
"Branca","Masculino","Solteiro(a)",4,27,1200,0,0
"Amarela","Masculino","Solteiro(a)",4,38,1500,0,0
"Amarela","Feminino","Solteiro(a)",4,39,1400,0,0
"Branca","Masculino","Solteiro(a)",3,24,1500,0,0
"Amarela","Feminino","Solteiro(a)",4,28,1500,0,0
"Branca","Feminino","Solteiro(a)",4,35,1200,0,0
"Branca","Feminino","Solteiro(a)",4,28,1500,0,0
"Parda","Masculino","Solteiro(a)",3,20,1100,0,0
"Branca","Feminino","Solteiro(a)",5,18,1500,0,0
"Branca","Feminino","Solteiro(a)",4,20,1200,0,0
"Branca","Masculino","Solteiro(a)",2,27,1200,0,0
"Branca","Masculino","Solteiro(a)",4,37,1500,0,0
"Branca","Masculino","Solteiro(a)",4,24,1500,0,0
"Branca","Feminino","Solteiro(a)",4,23,1500,0,0
"Parda","Masculino","Solteiro(a)",NA,19,1150,0,0
"Branca","Feminino","Solteiro(a)",4,35,1500,0,0
"Branca","Masculino","Solteiro(a)",1,34,1500,0,0
"Branca","Masculino","Solteiro(a)",2,21,1020,0,300
"Branca","Feminino","Solteiro(a)",2,24,1500,0,0
"Branca","Masculino","Solteiro(a)",5,25,1500,0,0
"Branca","Masculino","Solteiro(a)",2,24,1500,0,0
"Branca","Masculino","Solteiro(a)",3,30,1500,0,0
"Branca","Masculino","Solteiro(a)",3,23,1100,0,0
"Branca","Masculino","Solteiro(a)",4,35,1500,0,0
"Branca","Masculino","Solteiro(a)",2,40,1500,0,0
"Branca","Feminino","Solteiro(a)",4,20,1200,0,0
"Branca","Feminino","Solteiro(a)",1,36,1300,0,0
"Branca","Feminino","Solteiro(a)",2,24,1100,0,0
"Preta","Masculino","Solteiro(a)",2,30,1300,0,0
"Preta","Feminino","Solteiro(a)",6,20,1200,0,0
"Branca","Masculino","Solteiro(a)",2,42,1200,0,0
"Branca","Feminino","Solteiro(a)",2,42,1200,0,0
"Branca","Feminino","Solteiro(a)",4,24,1500,0,0
"Branca","Feminino","Solteiro(a)",3,50,1500,0,0
"Parda","Feminino","Solteiro(a)",2,27,1500,0,0
"Parda","Masculino","Solteiro(a)",4,26,1200,0,0
"Branca","Feminino","Solteiro(a)",2,22,1400,0,0
"Branca","Masculino","Solteiro(a)",2,26,1500,0,0
"Preta","Masculino","Solteiro(a)",3,28,1200,0,0
"Branca","Feminino","Solteiro(a)",3,27,1500,0,0
"Branca","Masculino","Solteiro(a)",3,25,1200,0,0
"Branca","Feminino","Solteiro(a)",3,29,1200,0,0
"Branca","Feminino","Solteiro(a)",3,19,1300,0,0
"Branca","Masculino","Solteiro(a)",3,34,1400,0,0
"Branca","Feminino","Solteiro(a)",3,23,1200,0,0
"Branca","Feminino","Solteiro(a)",2,28,560,0,560
"Branca","Feminino","Solteiro(a)",2,22,1100,0,0
"Parda","Masculino","Solteiro(a)",6,44,1200,0,0
"Parda","Masculino","Solteiro(a)",3,42,1200,0,0
"Branca","Masculino","Solteiro(a)",3,28,1200,0,0
"Parda","Masculino","Solteiro(a)",3,24,1500,0,0
"Parda","Masculino","Solteiro(a)",4,27,1500,0,0
"Branca","Feminino","Solteiro(a)",3,54,600,0,510
"Preta","Feminino","Solteiro(a)",2,48,1200,0,0
"Branca","Feminino","Solteiro(a)",3,48,1300,0,0
"Branca","Feminino","Solteiro(a)",4,23,1500,0,0
"Parda","Feminino","Solteiro(a)",4,20,1100,0,0
"Branca","Feminino","Solteiro(a)",2,31,1500,0,0
"Parda","Masculino","Solteiro(a)",4,20,1500,0,0
"Parda","Masculino","Solteiro(a)",6,40,1200,0,0
"Parda","Feminino","Solteiro(a)",3,26,1300,0,0
"Branca","Feminino","Solteiro(a)",5,20,1100,0,0
"Branca","Masculino","Solteiro(a)",3,24,1200,0,0
"Branca","Masculino","Solteiro(a)",5,25,700,700,0
"Branca","Feminino","Solteiro(a)",3,42,470,450,300
"Branca","Masculino","Solteiro(a)",3,26,1200,0,0
"Branca","Feminino","Solteiro(a)",4,18,500,0,800
"Branca","Masculino","Solteiro(a)",4,28,1200,0,0
"Branca","Masculino","Solteiro(a)",5,20,1200,0,0
"Branca","Masculino","Solteiro(a)",3,30,1200,0,0
"Branca","Feminino","Solteiro(a)",5,23,1500,0,0
"Branca","Masculino","Solteiro(a)",5,28,1500,0,0
"Branca","Feminino","Solteiro(a)",2,63,1500,0,0
"Parda","Masculino","Solteiro(a)",3,30,1500,0,0
